Time - Voltage	Amplitude - Voltage
26:52.1	-4.077
26:52.2	-3.787
26:52.2	-4.119
26:52.2	-4.478
26:52.2	-4.341
26:52.2	-4.199
26:52.2	-3.806
26:52.2	-4.255
26:52.2	-4.507
26:52.2	-4.343
26:52.2	-4.258
26:52.2	-3.845
26:52.3	-4.114
26:52.3	-4.167
26:52.3	-4.214
26:52.3	-3.853
26:52.3	-3.901
26:52.3	-3.748
26:52.3	-4.07
26:52.3	-4.272
26:52.3	-4.084
26:52.3	-3.633
26:52.3	-3.792
26:52.3	-4.465
26:52.4	-4.304
26:52.4	-3.855
26:52.4	-3.684
26:52.4	-4.087
26:52.4	-4.238
26:52.4	-4.456
26:52.4	-3.745
26:52.4	-3.513
26:52.4	-4.292
26:52.4	-4.487
26:52.5	-4.375
26:52.5	-3.704
26:52.5	-4.031
26:52.5	-4.487
26:52.5	-4.553
26:52.5	-4.409
26:52.5	-4.243
26:52.5	-4.368
26:52.5	-4.392
26:52.5	-4.546
26:52.5	-4.465
26:52.6	-4.26
26:52.6	-4.231
26:52.6	-4.348
26:52.6	-4.561
26:52.6	-4.502
26:52.6	-3.979
26:52.6	-3.948
26:52.6	-4.407
26:52.6	-4.563
26:52.6	-4.338
26:52.6	-3.87
26:52.7	-3.765
26:52.7	-4.507
26:52.7	-4.514
26:52.7	-4.124
26:52.7	-3.779
26:52.7	-3.762
26:52.7	-4.045
26:52.7	-4.297
26:52.7	-3.772
26:52.7	-2.996
26:52.7	-3.054
26:52.8	-3.604
26:52.8	-3.74
26:52.8	-3.267
26:52.8	-2.747
26:52.8	-2.847
26:52.8	-3.464
26:52.8	-3.689
26:52.8	-3.147
26:52.8	-2.778
26:52.8	-2.654
26:52.8	-3.318
26:52.9	-3.828
26:52.9	-3.301
26:52.9	-2.446
26:52.9	-2.505
26:52.9	-3.567
26:52.9	-3.701
26:52.9	-2.822
26:52.9	-2.28
26:52.9	-2.783
26:52.9	-3.56
26:52.9	-3.45
26:53.0	-2.886
26:53.0	-2.642
26:53.0	-3.301
26:53.0	-3.655
26:53.0	-3.303
26:53.0	-2.59
26:53.0	-2.593
26:53.0	-3.22
26:53.0	-3.428
26:53.0	-2.847
26:53.1	-2.314
26:53.1	-2.783
26:53.1	-3.054
26:53.1	-3.137
26:53.1	-2.578
26:53.1	-2.805
26:53.1	-2.825
26:53.1	-2.944
26:53.1	-3.655
26:53.1	-3.916
26:53.1	-3.225
26:53.2	-3.091
26:53.2	-3.872
26:53.2	-4.126
26:53.2	-3.911
26:53.2	-2.939
26:53.2	-3.147
26:53.2	-4.009
26:53.2	-4.089
26:53.2	-3.293
26:53.2	-3.22
26:53.2	-3.276
26:53.3	-3.435
26:53.3	-3.738
26:53.3	-2.82
26:53.3	-3.223
26:53.3	-3.337
26:53.3	-3.867
26:53.3	-4.041
26:53.3	-3.655
26:53.3	-3.374
26:53.3	-4.185
26:53.3	-4.258
26:53.4	-3.704
26:53.4	-3.279
26:53.4	-3.723
26:53.4	-4.031
26:53.4	-3.994
26:53.4	-4.043
26:53.4	-4.094
26:53.4	-3.442
26:53.4	-3.333
26:53.4	-3.938
26:53.4	-3.914
26:53.5	-3.347
26:53.5	-2.59
26:53.5	-3.811
26:53.5	-4.163
26:53.5	-3.735
26:53.5	-3.23
26:53.5	-3.303
26:53.5	-3.711
26:53.5	-3.806
26:53.5	-3.625
26:53.5	-3.054
26:53.6	-2.908
26:53.6	-3.213
26:53.6	-4.009
26:53.6	-3.713
26:53.6	-2.852
26:53.6	-3.423
26:53.6	-3.982
26:53.6	-3.945
26:53.6	-3.743
26:53.6	-3.21
26:53.6	-3.511
26:53.7	-4.028
26:53.7	-4.099
26:53.7	-4.148
26:53.7	-3.992
26:53.7	-3.437
26:53.7	-3.958
26:53.7	-4.487
26:53.7	-4.277
26:53.7	-3.567
26:53.7	-3.613
26:53.7	-4.336
26:53.8	-4.495
26:53.8	-3.933
26:53.8	-3.823
26:53.8	-4.243
26:53.8	-4.414
26:53.8	-4.495
26:53.8	-4.248
26:53.8	-4.05
26:53.8	-4.241
26:53.8	-4.287
26:53.9	-4.348
26:53.9	-4.282
26:53.9	-3.921
26:53.9	-4.207
26:53.9	-4.551
26:53.9	-4.382
26:53.9	-4.202
26:53.9	-4.209
26:53.9	-4.514
26:53.9	-4.548
26:53.9	-4.526
26:54.0	-4.5
26:54.0	-4.436
26:54.0	-4.207
26:54.0	-4.524
26:54.0	-4.495
26:54.0	-4.341
26:54.0	-4.146
26:54.0	-4.407
26:54.0	-4.526
26:54.0	-4.543
26:54.0	-4.426
26:54.1	-4.397
26:54.1	-4.468
26:54.1	-4.551
26:54.1	-4.553
26:54.1	-4.541
26:54.1	-4.512
26:54.1	-4.536
26:54.1	-4.495
26:54.1	-4.531
26:54.1	-4.534
26:54.1	-4.546
26:54.2	-4.539
26:54.2	-4.48
26:54.2	-4.548
26:54.2	-4.514
26:54.2	-4.529
26:54.2	-4.534
26:54.2	-4.546
26:54.2	-4.543
26:54.2	-4.539
26:54.2	-4.539
26:54.2	-4.521
26:54.3	-4.28
26:54.3	-4.482
26:54.3	-4.448
26:54.3	-4.541
26:54.3	-4.456
26:54.3	-4.285
26:54.3	-4.468
26:54.3	-4.492
26:54.3	-4.524
26:54.3	-4.507
26:54.4	-4.521
26:54.4	-4.434
26:54.4	-4.546
26:54.4	-4.514
26:54.4	-4.524
26:54.4	-4.556
26:54.4	-4.553
26:54.4	-4.451
26:54.4	-4.543
26:54.4	-4.539
26:54.4	-4.551
26:54.5	-4.468
26:54.5	-4.446
26:54.5	-4.553
26:54.5	-4.526
26:54.5	-4.507
26:54.5	-4.409
26:54.5	-4.348
26:54.5	-4.517
26:54.5	-4.541
26:54.5	-4.563
26:54.5	-4.502
26:54.6	-4.329
26:54.6	-4.565
26:54.6	-4.512
26:54.6	-4.556
26:54.6	-4.441
26:54.6	-4.485
26:54.6	-4.446
26:54.6	-4.46
26:54.6	-4.563
26:54.6	-4.551
26:54.6	-4.553
26:54.6	-4.492
26:54.7	-4.563
26:54.7	-4.539
26:54.7	-4.507
26:54.7	-4.47
26:54.7	-4.57
26:54.7	-4.565
26:54.7	-4.556
26:54.7	-4.236
26:54.7	-4.346
26:54.7	-4.563
26:54.8	-4.519
26:54.8	-4.558
26:54.8	-4.419
26:54.8	-4.536
26:54.8	-4.553
26:54.8	-4.541
26:54.8	-4.526
26:54.8	-4.424
26:54.8	-4.497
26:54.8	-4.568
26:54.8	-4.548
26:54.9	-4.402
26:54.9	-4.016
26:54.9	-4.412
26:54.9	-4.556
26:54.9	-4.412
26:54.9	-4.297
26:54.9	-4.351
26:54.9	-4.434
26:54.9	-4.504
26:54.9	-4.473
26:54.9	-4.456
26:55.0	-4.512
26:55.0	-4.495
26:55.0	-4.558
26:55.0	-4.551
26:55.0	-4.473
26:55.0	-4.392
26:55.0	-4.548
26:55.0	-4.563
26:55.0	-4.563
26:55.0	-4.426
26:55.0	-4.504
26:55.1	-4.558
26:55.1	-4.548
26:55.1	-4.414
26:55.1	-4.385
26:55.1	-4.539
26:55.1	-4.517
26:55.1	-4.285
26:55.1	-4.294
26:55.1	-4.558
26:55.1	-4.507
26:55.1	-4.573
26:55.2	-4.551
26:55.2	-4.448
26:55.2	-4.258
26:55.2	-4.473
26:55.2	-4.556
26:55.2	-4.465
26:55.2	-4.299
26:55.2	-4.478
26:55.2	-4.575
26:55.2	-4.539
26:55.3	-4.563
26:55.3	-4.529
26:55.3	-4.312
26:55.3	-4.5
26:55.3	-4.526
26:55.3	-4.556
26:55.3	-4.504
26:55.3	-4.458
